School,id,Type,Function,Contact Name,Address,Town,State,Zip,Phone,Fax,Grade
Hampden-Wilbraham: Green Meadows Elementary,6800005,Public School,Principal,Sharon Moberg,38 North Rd,Hampden,MA,1036,413-566-3996,413-566-2089,"PK,K,01,02,03,04,05"
Hampden-Wilbraham: Soule Road,6800030,Public School,Principal,Lisa Curtin,300 Soule Rd,Wilbraham,MA,1095,413-596-9311,413-599-1742,"04,05"
Hampden-Wilbraham: Stony Hill School,6800050,Public School,Principal,Monique Dangleis,675 Stony Hill Road,Wilbraham,MA,1095,413-599-1950,413-596-4497,"02,03"
Hampden-Wilbraham: Thornton Burgess,6800305,Public School,Principal,Serenity Greenwood,85 Wilbraham Rd,Hampden,MA,1036,413-566-8950,413-566-2163,"06,07,08"
Hampden-Wilbraham: Wilbraham Middle,6800310,Public School,Principal,Peter Dufresne,466 Stony Hill Rd,Wilbraham,MA,1095,413-596-9061,413-596-9382,"06,07,08"
Hampshire: Hampshire Regional High,6830505,Public School,Principal,Kristen Smidy,19 Stage Rd,Westhampton,MA,1027,413-527-7680,413-527-1831,"07,08,09,10,11,12"
Hancock: Hancock Elementary,1210005,Public School,Principal,John Merselis,3080 Hancock Road,Hancock,MA,1237,413-738-5676,413-738-5338,"PK,K,01,02,03,04,05,06"
Hanover: Cedar Elementary,1220004,Public School,Principal,Michael Oates,265 Cedar Street,Hanover,MA,2339,781-878-7228,781-878-1968,"PK,K,01,02,03,04"
Hanover: Hanover Middle,1220305,Public School,Principal,Daniel Birolini,45 Whiting Street,Hanover,MA,2339,781-871-1122,781-871-8792,"05,06,07,08"
Hanover: Sylvester,1220015,Public School,Principal,Jane Degrenier,495 Hanover Street,Hanover,MA,2339,781-826-3844,781-829-5098,"03,04"
Harvard: Bromfield,1250505,Public School,Principal,Scott Hoffman,14 Massachusetts Avenue,Harvard,MA,1451,978-456-4152,978-456-3013,"06,07,08,09,10,11,12"
Harvard: Hildreth Elementary School,1250005,Public School,Principal,Joshua Myler,27 Massachusetts Avenue,Harvard,MA,1451,978-456-4145,978-456-3287,"PK,K,01,02,03,04,05"
Hatfield: Hatfield Elementary,1270005,Public School,Principal,Jennifer Chapin,33 Main Street,Hatfield,MA,1038,413-247-5010,413-247-0482,"PK,K,01,02,03,04,05,06"
Hatfield: Smith Academy,1270505,Public School,Principal,Andrew Berrios,34 School Street,Hatfield,MA,1038,413-247-5641,413-247-0201,"07,08,09,10,11,12"
Haverhill: Bradford Elementary,1280008,Public School,Principal,Louise Perry,118 Montvale Street,Bradford,MA,1835,978-374-2443,978-374-0529,"K,01,02,03,04"
Haverhill: Consentino Middle School,1280100,Public School,Principal,John Mele,685 Washington Street,Haverhill,MA,1832,978-374-5775,978-374-3442,"03,04,05,06,07,08"
Haverhill: Dr Paul Nettle,1280050,Public School,Principal,Timothy Corkery,150 Boardman Street,Haverhill,MA,1830,978-374-5792,978-374-3441,"05,06,07,08"
Haverhill: Golden Hill,1280026,Public School,Principal,Bruce Michitson,140 Boardman Street,Haverhill,MA,1830,978-374-5794,978-374-3454,"01,02,03,04"
Haverhill: Haverhill Alternative School,1280033,Public School,Principal,John DePolo,415 Primrose Street,Haverhill,MA,1830,978-374-3482,978-372-6070,"06,07,08,09,10,11,12"
Haverhill: John G Whittier,1280085,Public School,Principal,Brian Gill,256 Concord Street,Haverhill,MA,1830,978-374-5782,978-372-5999,"05,06,07,08"
Haverhill: Pentucket Lake Elementary,1280054,Public School,Principal,Dianne Connolly,252 Concord Street,Haverhill,MA,1830,978-374-2421,978-374-0392,"K,01,02,03,04"
Haverhill: TEACH,1280073,Public School,Principal,John DePolo,415 Primrose Street,Haverhill,MA,1830,978-374-3482,978-372-6070,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Haverhill: Tilton,1280075,Public School,Principal,Bonnie Antkowiak,70 Grove Street,Haverhill,MA,1832,978-374-3475,978-374-3440,"K,01,02,03,04"
Hawlemont: Hawlemont Regional,6850005,Public School,Principal,Samantha Rutz,10 School Street,Charlemont,MA,1339,413-339-8316,413-339-5760,"PK,K,01,02,03,04,05,06"
Helen Y. Davis Leadership Academy Charter Public (District): Helen Y. Davis Leadership Academy Charter Public School,4190305,Charter School,Principal,Arturo Forrest,23 Leonard Street,Boston,MA,2122,617-474-7950,617-474-7957,"06,07,08"
Hill View Montessori Charter Public (District): Hill View Montessori Charter Public School,4550050,Charter School,Principal,Debra Diggins,75 Foundation Avenue,Haverhill,MA,1835,978-521-2616,978-521-2656,"K,01,02,03,04,05,06,07,08"
Hilltown Cooperative Charter Public (District): Hilltown Cooperative Charter Public School,4500105,Charter School,Principal,Daniel Klatz,1 Industrial Parkway,Easthampton,MA,1027,413-529-7178,413-527-1530,"K,01,02,03,04,05,06,07,08"
Hingham: East Elementary School,1310005,Public School,Principal,Anthony Keady,2 Collins Street,Hingham,MA,2043,781-741-1570,781-740-1063,"PK,K,01,02,03,04,05"
Hingham: Hingham Middle School,1310410,Public School,Principal,Derek Smith,1103 Main Street,Hingham,MA,2043,781-741-1550,781-749-6297,"06,07,08"
Hingham: Plymouth River,1310019,Public School,Principal,Melissa Smith,200 High Street,Hingham,MA,2043,781-741-1530,781-741-1533,"K,01,02,03,04,05"
Hingham: South Elementary,1310020,Public School,Principal,Mary Eastwood,831 Main Street,Hingham,MA,2043,781-741-1540,781-749-5673,"K,01,02,03,04,05"
Hingham: Wm L Foster Elementary,1310010,Public School,Principal,Deborah Stellar,55 Downer Avenue,Hingham,MA,2043,781-741-1520,781-741-1522,"K,01,02,03,04,05"
Holbrook: Holbrook Middle High School,1330505,Public School,Principal,Laura Stevenson,245 So. Franklin Street,Holbrook,MA,2343,781-767-4616,781-767-2697,"06,07,08,09,10,11,12"
Holbrook: John F Kennedy,1330018,Public School,Principal,Mallory Stevens,245 So. Franklin Street,Holbrook,MA,2343,781-767-4600,781-767-7273,"PK,K,01,02,03,04,05"
Holland: Holland Elementary,1350005,Public School,Principal,Jennifer Dold,28 Sturbridge Road,Holland,MA,1521,413-245-9644,413-245-4417,"PK,K,01,02,03,04,05,06"
Holliston: Miller School,1360007,Public School,Principal,David Keim,235 Woodland Street,Holliston,MA,1746,508-429-0667,508-429-0699,"03,04,05"
Holliston: Robert H. Adams Middle School,1360305,Public School,Principal,David Jordan,323 Woodland Street,Holliston,MA,1746,508-429-0657,508-429-0690,"06,07,08"
Holyoke: E N White Elementary,1370045,Public School,Principal,Jacqueline Glasheen,1 Jefferson Street,Holyoke,MA,1040,413-534-2058,413-534-2293,"PK,K,01,02,03,04,05,06,07,08"
Holyoke: H.B. Lawrence School,1370070,Public School,Principal,Catherine Hourihan,156 Cabot Street,Holyoke,MA,1040,413-534-2075,413-493-1679,"K,01,02,03"
Holyoke: Kelly Elementary,1370040,Public School,Principal,Isamar Vargas,216 West Street,Holyoke,MA,1040,413-534-2078,413-534-2303,"PK,K,01,02,03,04,05,06,07,08"
Holyoke: Lt Clayre Sullivan Elementary,1370055,Public School,Principal,John Breish,400 Jarvis Avenue,Holyoke,MA,1040,413-534-2060,413-534-2304,"K,01,02,03,04,05,06,07,08"
Holyoke: Lt Elmer J McMahon Elementary,1370015,Public School,Principal,Noreen Ewick,75 Kane Rd,Holyoke,MA,1040,413-534-2062,413-534-2290,"PK,K,01,02,03,04,05,06,07,08"
Holyoke: Maurice A Donahue Elementary,1370060,Public School,Principal,Marc Swygert,210 Whiting Farms Rd,Holyoke,MA,1040,413-534-2069,413-534-2309,"PK,K,01,02,03,04,05,06,07,08"
Holyoke: Morgan Full Service Community School,1370025,Public School,Principal,Alyson Lingsch,596 South Bridge Street,Holyoke,MA,1040,413-534-2083,413-534-2148,"PK,K,01,02,03,04,05,06,07,08"
Holyoke: William R. Peck School,1370030,Public School,Principal,Kendra Salvadore,1916 Northampton Street,Holyoke,MA,1040,413-534-2040,413-532-8563,"04,05,06,07,08"
Holyoke Community Charter (District): Holyoke Community Charter School,4530005,Charter School,Principal,Sonia Pope,2200 Northampton St,Holyoke,MA,1040,413-533-0111,413-536-5444,"K,01,02,03,04,05,06,07,08"
Hopedale: Hopedale Jr Sr High,1380505,Public School,Principal,Derek Atherton,25 Adin Street,Hopedale,MA,1747,508-634-2217,508-634-4319,"07,08,09,10,11,12"
Hopedale: Memorial,1380010,Public School,Principal,Brian Miller,6 Prospect Street,Hopedale,MA,1747,508-634-2214,508-634-0695,"K,01,02,03,04,05,06"
Hopkinton: Elmwood,1390010,Public School,Principal,Anne Carver,14 Elm Street,Hopkinton,MA,1748,508-497-9860,508-497-9862,"02,03"
Hopkinton: Hopkins Elementary School,1390015,Public School,Principal,Vanessa Bilello,104 Hayden Rowe Street,Hopkinton,MA,1748,508-497-9824,508-435-0314,"04,05"
Hopkinton: Hopkinton Middle School,1390305,Public School,Principal,Alan Keller,88 Hayden Rowe Street,Hopkinton,MA,1748,508-497-9831,508-497-9803,"06,07,08"
Hudson: C A Farley,1410030,Public School,Principal,Melissa Provost,119 Cottage Street,Hudson,MA,1749,978-567-6153,978-567-6162,"PK,K,01,02,03,04"
Hudson: David J. Quinn Middle School,1410410,Public School,Principal,Jason Webster,201 Manning Street,Hudson,MA,1749,978-567-6210,978-567-6232,"05,06,07"
Hudson: Forest Avenue Elementary,1410015,Public School,Principal,David Champigny,136 Forest Avenue,Hudson,MA,1749,978-567-6190,978-567-6202,"K,01,02,03,04"
Hudson: Hudson High,1410505,Public School,Principal,Brian Reagan,69 Brigham Street,Hudson,MA,1749,978-567-6250,978-567-6285,"08,09,10,11,12"
Hudson: Mulready Elementary,1410007,Public School,Principal,Kelly Sardella,306 Cox Street,Hudson,MA,1749,978-567-6170,978-567-6182,"PK,K,01,02,03,04"
Hull: Lillian M Jacobs,1420015,Public School,Principal,Christine Cappadona,180 Harborview Rd,Hull,MA,2045,781-925-4400,781-925-2938,"PK,K,01,02,03,04,05"
Hull: Memorial Middle,1420305,Public School,Principal,Anthony Hrivnak,81 Central Avenue,Hull,MA,2045,781-925-2040,781-925-8002,"06,07,08"
Innovation Academy Charter (District): Innovation Academy Charter School,4350305,Charter School,Principal,Gregory Orpen,72 Tyng Road,Tyngsboro,MA,1879,978-649-0432,978-649-6337,"05,06,07,08,09,10,11,12"
Ipswich: Ipswich Middle School,1440305,Public School,Principal,David Fabrizio,130 High Street,Ipswich,MA,1938,978-356-3535,978-412-8169,"06,07,08"
Ipswich: Paul F Doyon Memorial,1440007,Public School,Principal,Sheila Halloran,216 Linebrook Rd,Ipswich,MA,1938,978-356-5506,978-356-8574,"PK,K,01,02,03,04,05"
Ipswich: Winthrop,1440015,Public School,Principal,Sheila Smith McAdams,65 Central Street,Ipswich,MA,1938,978-356-2976,978-356-8739,"PK,K,01,02,03,04,05"
KIPP Academy Boston Charter School (District): KIPP Academy Boston Charter School,4630205,Charter School,Principal,Rhonda Barnes,37 Babson Street,Mattapan,MA,2126,617-393-5682,617-652-7461,"K,01,02,03,05,06,07,08"
KIPP Academy Lynn Charter (District): KIPP Academy Lynn Charter School,4290010,Charter School,Principal,Andrea Deangelo,90 High Rock Street,Lynn,MA,1902,781-598-1609,781-598-1639,"K,01,02,05,06,07,08,09,10,11,12"
King Philip: King Philip Middle School,6900510,Public School,Principal,Susan Gilson,18 King Street,Norfolk,MA,2056,508-541-7324,508-541-3467,"07,08"
Kingston: Kingston Intermediate,1450020,Public School,Principal,Lisa McMahon,65 Second Brook Street,Kingston,MA,2364,781-585-0472,781-585-0053,"03,04,05,06"
Lanesborough: Lanesborough Elementary,1480005,Public School,Principal,Martin McEvoy,188 Summer Street,Lanesborough,MA,1237,413-443-0027,413-447-9958,"PK,K,01,02,03,04,05,06"
Lawrence: Alexander B Bruce,1490015,Public School,Principal,Cheryl Merz,135 Butler Street,Lawrence,MA,1841,978-975-5935,978-722-8521,"03,04,05,06,07,08"
Lawrence: Arlington Middle School,1490017,Public School,Principal,Robin Finn,150 Arlington Street,Lawrence,MA,1841,978-975-5930,978-722-8519,"05,06,07,08"
Lawrence: Community Day Arlington,1490009,Public School,Principal,Tiffany Goddard,150 Arlington Street,Lawrence,MA,1841,978-722-8311,978-722-8514,"K,01,02,03,04"
Lawrence: Edward F. Parthum,1490053,Public School,Principal,Maria Calobrisi,255 E Haverhill Street,Lawrence,MA,1841,978-691-7200,978-722-8535,"K,01,02,03,04"
Lawrence: Emily G Wetherbee,1490080,Public School,Principal,Colleen Lennon,75 Newton Street,Lawrence,MA,1843,978-557-2900,978-722-8540,"K,01,02,03,04,05,06,07,08"
Lawrence: Francis M Leahy,1490040,Public School,Principal,Ethel Cruz,100 Erving Avenue,Lawrence,MA,1841,978-975-5959,978-722-8532,"K,01,02,03,04,05"
Lawrence: Frost Middle School,1490525,Public School,Principal,Ellen Baranowski,33 Hamlet Street,Lawrence,MA,1843,978-722-8810,978-722-8513,"05,06,07,08"
Lawrence: Gerard A. Guilmette,1490022,Public School,Principal,Cheryl Corrigan,80 Bodwell Street,Lawrence,MA,1841,978-686-8150,978-722-8523,"01,02,03,04"
Lawrence: Guilmette Middle School,1490025,Public School,Principal,Melissa Spash,80 Bodwell St,Lawrence,MA,1841,978-722-8270,978-722-8524,"05,06,07,08"
Lawrence: John K Tarbox,1490075,Public School,Principal,Ada Ramos,59 Alder Street,Lawrence,MA,1841,978-975-5983,978-722-8539,"01,02,03,04,05"
Lawrence: Oliver Partnership School,1490048,Public School,Principal,Nancy Parchuke,183 Haverhill Street,Lawrence,MA,1840,978-722-8170,978-722-8531,"01,02,03,04,05"
Lawrence: Parthum Middle School,1490027,Public School,Principal,Peter LeFebre,255 East Haverhill Street,Lawrence,MA,1841,978-691-7224,978-722-8536,"05,06,07,08"
Lawrence: Robert Frost,1490018,Public School,Principal,Sarah McLaughlin,33 Hamlet Street,Lawrence,MA,1843,978-975-5941,978-722-8522,"K,01,02,03,04"
Lawrence: School for Exceptional Studies,1490537,Public School,Principal,Arlene Reidinger,58 Lawrence Street,Lawrence,MA,1841,978-975-5980,978-722-8525,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Lawrence: South Lawrence East Elementary School,1490004,Public School,Principal,Lori Butterfield,165 Crawford Street,Lawrence,MA,1843,978-975-5970,978-722-8537,"K,01,02,03,04,05"
Lawrence: Spark Academy,1490085,Public School,Principal,Anwar Qazilbash,165 Crawford Street,Lawrence,MA,1843,978-975-5993,978-722-8538,"06,07,08"
Lawrence: UP Academy Leonard Middle School,1490090,Public School,Principal,Komal Bhasin,60 Allen Street,Lawrence,MA,1841,978-722-8159,978-824-9454,"06,07,08"
Lawrence: UP Academy Oliver Middle School,1490049,Public School,Principal,Kelsey Lebuffe,233 Haverhill Street,Lawrence,MA,1840,978-722-8670,978-722-8527,"06,07,08"
Lawrence Family Development Charter (District): Lawrence Family Development Charter School,4540205,Charter School,Principal,Susan Earabino,34 West Street,Lawrence,MA,1841,978-689-9863,978-689-8133,"PK,K,01,02,03,04,05,06,07,08"
Lee: Lee Elementary,1500025,Public School,Principal,Kathryn Retzel,310 Greylock Street,Lee,MA,1238,413-243-0336,413-243-8216,"PK,K,01,02,03,04,05,06"
Lee: Lee Middle/High School,1500505,Public School,Principal,Gregg Brighenti,300 Greylock Street,Lee,MA,1238,413-243-2781,413-243-4105,"07,08,09,10,11,12"
Leicester: Leicester Memorial Elementary,1510005,Public School,Principal,Tina Boss,11 Memorial School Dr,Leicester,MA,1524,508-892-7048,508-892-7052,"03,04,05"
Leicester: Leicester Middle,1510015,Public School,Principal,Joyce Nelson,70 Winslow Avenue,Leicester,MA,1524,508-892-7055,508-892-7047,"06,07,08"
Lenox: Lenox Memorial High,1520505,Public School,Principal,Michael Knybel,197 East Street,Lenox,MA,1240,413-637-5560,413-637-5564,"06,07,08,09,10,11,12"
Lenox: Morris,1520015,Public School,Principal,Peter Bachli,129 West Street,Lenox,MA,1240,413-637-5570,413-637-5511,"PK,K,01,02,03,04,05"
Leominster: Fall Brook,1530007,Public School,Principal,Jeffrey Sullivan,25 DeCicco Dr,Leominster,MA,1453,978-534-7745,978-466-9825,"K,01,02,03,04,05"
Leominster: Frances Drake School,1530010,Public School,Principal,Andres Vera,95 Viscoloid Ave,Leominster,MA,1453,978-534-7751,978-466-8603,"K,01,02,03,04,05"
Leominster: Johnny Appleseed,1530025,Public School,Principal,Margaret O'Hearn-Curran,845 Main Street,Leominster,MA,1453,978-534-7765,978-534-7776,"K,01,02,03,04,05"
Leominster: Northwest,1530030,Public School,Principal,Steven Mammone,45 Stearns Avenue,Leominster,MA,1453,978-534-7756,978-534-7779,"K,01,02,03,04,05"
Leominster: Samoset School,1530045,Public School,Principal,Kathleen Ciccolini,100 DeCicco Dr,Leominster,MA,1453,978-534-7725,978-466-7421,"06,07,08"
Leominster: Sky View Middle School,1530320,Public School,Principal,Timothy Blake,500 Kennedy Way,Leominster,MA,1453,978-534-7780,978-840-8600,"06,07,08"
Leverett: Leverett Elementary,1540005,Public School,Principal,Margot Lacey,85 Montague Rd,Leverett,MA,1054,413-548-9144,413-548-8148,"PK,K,01,02,03,04,05,06"
Lexington: Bowman,1550008,Public School,Principal,Mary Anton-Oldenburg,9 Philip Rd,Lexington,MA,2421,781-861-2500,781-861-2315,"K,01,02,03,04,05"
Lexington: Bridge,1550006,Public School,Principal,Margaret Colella,55 Middleby Rd,Lexington,MA,2421,781-861-2510,781-861-9257,"K,01,02,03,04,05"
Lexington: Fiske,1550015,Public School,Principal,Thomas Martellone,55 Adams Street,Lexington,MA,2420,781-541-5001,781-541-5008,"K,01,02,03,04,05"
Lexington: Harrington,1550030,Public School,Principal,Donna Bonarrigo,328 Lowell Street,Lexington,MA,2420,781-860-0012,781-860-5818,"K,01,02,03,04,05"
Lexington: Jonas Clarke Middle,1550305,Public School,Principal,Anna Monaco,17 Stedman Rd,Lexington,MA,2421,781-861-2450,781-674-2043,"06,07,08"
Lexington: Joseph Estabrook,1550010,Public School,Principal,Sandra Trach,117 Grove Street,Lexington,MA,2420,781-861-2520,781-862-5610,"K,01,02,03,04,05"
Lexington: Maria Hastings,1550035,Public School,Principal,Louise Lipsitz,7 Crosby Road,Lexington,MA,2421,781-860-5800,781-860-5242,"K,01,02,03,04,05"
Lexington: Wm Diamond Middle,1550310,Public School,Principal,Jennifer Turner,99 Hancock Street,Lexington,MA,2420,781-861-2460,781-274-0174,"06,07,08"
Lincoln: Hanscom Middle,1570305,Public School,Principal,Erich Ledebuhr,6 Ent Road,Hanscom Air Force Bs,MA,1731,781-274-0050,781-274-7329,"04,05,06,07,08"
Lincoln: Hanscom Primary,1570006,Public School,Principal,Kristen St George,6 Ent Road,Hanscom Air Force Bs,MA,1731,781-274-7721,781-274-6414,"PK,K,01,02,03"
Lincoln: Lincoln School,1570025,Public School,Principal,Sharon Hobbs,6 Ballfield Rd,Lincoln,MA,1773,781-259-9404,781-259-2637,"PK,K,01,02,03,04,05,06,07,08"
Littleton: Littleton Middle School,1580305,Public School,Principal,Cheryl Temple,55 Russell Street,Littleton,MA,1460,978-486-8938,978-952-4547,"06,07,08"
Littleton: Russell St Elementary,1580015,Public School,Principal,Scott Bazydlo,57 Russell Street,Littleton,MA,1460,978-540-2520,978-952-4539,"03,04,05"
Longmeadow: Blueberry Hill,1590005,Public School,Principal,Amy Bostian,275 Blueberry Hill Rd,Longmeadow,MA,1106,413-565-4280,413-565-4283,"K,01,02,03,04,05"
Longmeadow: Center,1590010,Public School,Principal,Donna Hutton,837 Longmeadow Street,Longmeadow,MA,1106,413-565-4290,413-565-4292,"K,01,02,03,04,05"
Longmeadow: Glenbrook Middle,1590017,Public School,Principal,Nikcole Allen,110 Cambridge Circle,Longmeadow,MA,1106,413-565-4250,413-565-4258,"06,07,08"
